security,ticker,OddLotVol,date,qtr
Stock,AAPL,7529.297,12/15/2021,12/31/2021
Stock,AAPL,9218.672,12/16/2021,12/31/2021
Stock,AAPL,8685.932,12/17/2021,12/31/2021
Stock,AAPL,6147.395,12/20/2021,12/31/2021
Stock,AAPL,4522.888,12/21/2021,12/31/2021
Stock,AAPL,4748.611,12/22/2021,12/31/2021
Stock,AAPL,3359.755,12/23/2021,12/31/2021
Stock,AAPL,4157.888,12/27/2021,12/31/2021
Stock,AAPL,4244.694,12/28/2021,12/31/2021
Stock,AAPL,3668.129,12/29/2021,12/31/2021
Stock,AAPL,3550.986,12/30/2021,12/31/2021
Stock,AAPL,3726.258,12/31/2021,12/31/2021
